Timestamp,MatCode,Base,Length (m),Print and Dye,Remarks,Stitch and Applique,Remarks,Added expenses,Production cost,Added_to_catalogue,MatMaster,Remarks,
24/07/2023 21:42:07,Ti-6-P1,247.1547619,1,,,320,stitching-and-tailoring,0,567.1547619,1,,,
24/07/2023 22:05:04,Ti-4-P1,1063.2958,5.5,,,350,stitching-and-tailoring,0,1413.2958,1,,,
24/07/2023 23:01:44,Ba-1-P1,287.452381,1,,,150,stitching-and-tailoring,0,437.452381,1,,,
24/07/2023 23:21:09,AS-10-P1,266.047619,2,,,250,stitching-and-tailoring,0,516.047619,1,,,
24/07/2023 23:27:05,PrC-34-P2,348.3446471,2.15,,,150,stitching-and-tailoring,0,498.3446471,1,,,
24/07/2023 23:27:45,PrC-34-P3,324.0415322,2,,,150,stitching-and-tailoring,0,474.0415322,1,,,
24/07/2023 23:51:46,PrC-49-P1,356,2,,,150,stitching-and-tailoring,0,506,1,,,
24/07/2023 23:51:58,PrC-49-P2,356,2,,,150,stitching-and-tailoring,0,506,1,,,
24/07/2023 23:52:21,PrC-49-P3,267,1.5,,,130,stitching-and-tailoring,0,397,1,,,
25/07/2023 00:12:51,AS-6-P1,179.1666666,1.25,,,361.25,stitching-and-tailoring,0,540.4166666,1,,,
,PrC-19-P1,160.8796296,1.25,,,,,,,,AS-6-P1,kurti,
25/07/2023 00:21:19,CaC-5-P1,204.88416,2,,,150,stitching-and-tailoring,0,354.88416,1,,,
25/07/2023 00:31:11,CaC-5-P2,204.88416,2,,,225.5,stitching-and-tailoring,0,430.38416,1,,,
,KK-1-P1,75.26787035,0.5,,,,,,,,CaC-5-P2,kurti,
25/07/2023 13:07:08,H-4-P5,366.3069334,2,100,hand-block-print,175,stitching-and-tailoring,0,641.3069334,1,,,
25/07/2023 13:07:20,H-4-P6,457.8836668,2.5,100,hand-block-print,175,stitching-and-tailoring,0,732.8836668,1,H-4-P5,sharara,
25/07/2023 13:12:42,O-1-P1,369.5173333,2.5,,,200,stitching-and-tailoring,0,569.5173333,1,H-4-P5,dupatta,
25/07/2023 15:24:07,PrC-50-P1,324,1.8,,,150,stitching-and-tailoring,0,474,1,,,
25/07/2023 15:25:21,PrC-50-P2,216,1.2,,,150,stitching-and-tailoring,0,366,1,PrC-50-P1,hot-pant,
25/07/2023 15:50:09,CaC-6-P1,153.66312,1.5,90,hand-block-print,150,stitching-and-tailoring,0,393.66312,1,,,
25/07/2023 15:50:24,CaC-6-P2,256.1052,2.5,90,hand-block-print,150,stitching-and-tailoring,0,496.1052,1,CaC-6-P1,"CaC-6-P1,kurti",
10/08/2023 21:07:56,CaC-6-P3,256.1052,2.5,,,150,stitching-and-tailoring,0,406.1052,1,,,
25/07/2023 15:42:02,PrC-51-P1,324,1.8,,,150,stitching-and-tailoring,0,474,1,,,
25/07/2023 16:01:05,PrC-51-P2,216,1.2,,,150,stitching-and-tailoring,0,366,1,PrC-51-P1,hot-pant,
25/07/2023 16:39:55,MoC-3-P2,240.7377067,1.6,,,350,stitching-and-tailoring,0,590.7377067,1,,,
25/07/2023 17:08:31,BT-2-P1,550,5.5,152,hand-block-print-king-queen-face-in-anchal,,,0,702,1,,,
25/07/2023 17:10:43,BT-2-P2,100,1,28,leaf-print,230,stitching-and-tailoring,0,358,1,BT-2-P1,blouse,
25/07/2023 17:21:58,BT-3-P1,650.0000001,5.5,200,Hand-block-print,,,0,850.0000001,1,,,
25/07/2023 17:33:20,H-5-P1,841.0714813,5.5,200,hand-block-print,,,0,1041.071481,1,,,
,G-3-P1,95.01885715,0.5,,,,,,,,,,
25/07/2023 17:54:27,ArS-9-P1,365.7142857,5.5,,,195,stitching-and-tailoring,0,560.7142857,1,,,
25/07/2023 17:58:12,ArS-4-P1,60,1,,,280,stitching-and-tailoring,0,340,1,,,
25/07/2023 19:10:23,KS-3-P1,339.623797,5.5,0,no-block-print,,,0,339.623797,1,,,
25/07/2023 19:11:01,KS-3-P2,52.48731409,0.85,,,250,stitching-and-tailoring,0,302.4873141,1,KS-3-P1,blouse,
25/07/2023 19:25:06,ArS-8-P1,325.7142857,5.8,,,171.5,stitching-and-tailoring,0,497.2142857,1,,,
25/07/2023 19:33:05,G-2-P1,71.26685715,0.5,,,0,border-stitching,0,71.26685715,,,,
25/07/2023 19:35:05,G-2-P2,142.5337143,1,,,250,stitching-and-tailoring,0,392.5337143,1,,,
25/07/2023 19:36:35,R-1-P1,852.5,5.5,,,299.5,stitching-border,0,1152,1,,,
,B-1-P1,201.1111111,9.5,,,,,,,,R-1-P1,border,
25/07/2023 19:42:35,Ti-1-P1,225.6111111,1.3,,,300,stitching-and-tailoring,0,525.6111111,1,,,
25/07/2023 19:50:02,SS-1-P1,572.5000001,5.5,180,hand-block-print,,,0,752.5000001,1,,,
25/07/2023 20:15:09,SC-7-P1,305.2142858,2.75,200,hand-block-print,325.25,stitching-and-tailoring,0,830.4642858,1,,,
,SC-8-P1,303.9611528,2.75,,,,,,,,SC-7-P1,saree,
25/07/2023 20:14:04,PrC-52-P1,200,1,,,211.1,stitching-and-tailoring,0,411.1,1,,,
,SC-8-P2,11.05313283,0.1,,,,,,,,PrC-52-P1,blouse,
25/07/2023 20:25:58,Ti-2-P1,196.3611111,1,,,300,stitching-and-tailoring,0,496.3611111,1,,,
25/07/2023 20:32:54,CSC-4-P1,551.0882355,5.5,200,hand-block-print,,,0,751.0882355,1,,,
,B-2-P1,201.1111111,9.5,,,,,,,,FS-1-P1,border,
25/07/2023 20:39:00,ArS-17-P1,104.4208,1,,,320,stitching-and-tailoring,0,424.4208,1,,,
25/07/2023 21:52:42,MoS-1-P1,888.2142858,5.5,,,20,stitching-and-tailoring,0,908.2142858,,,,
25/07/2023 22:07:24,CSC-9-P1,90,1,,,250,stitching-and-tailoring,0,340,1,,,
25/07/2023 22:03:32,CSC-9-P2,135,1.5,,,400,leaf-stitching-work,0,535,,,,
25/07/2023 22:17:21,MoS-2-P1,888.2142858,5.5,,,20,stitching-and-tailoring,0,908.2142858,1,,,
25/07/2023 22:33:38,MoS-3-P1,182.9642857,1,,,200,stitching-and-tailoring,0,382.9642857,1,,,
25/07/2023 22:34:25,MoS-4-P1,182.9642857,1,,,200,stitching-and-tailoring,0,382.9642857,1,,,
,MC-6-P1,405.9647059,2.75,,,,,,,,MC-7-P1,half-saree,
26/07/2023 00:12:48,MC-6-P2,147.6235294,1,,,250,stitching-and-tailoring,,397.6235294,1,MC-7-P1,blouse,
26/07/2023 00:28:59,Ti-3-P1,1063.2958,5.5,,,300,stitching-and-tailoring,,1363.2958,1,,,
26/07/2023 00:31:21,Ti-5-P1,247.1547619,1,,,350,stitching-and-tailoring,,597.1547619,1,,,
,PrC-53-P1,66.975,0.3,,,,,,,,,,
09/08/2023 21:55:19,CaC-11-P1,117.6,1.2,,,361.5,stitching-and-tailoring,0,479.1,1,,,
06/08/2023 19:34:01,PrC-56-P1,199.5,1.5,,,250,stitching-and-tailoring,0.4761904762,449.9761905,1,,,
06/08/2023 22:23:27,CaC-10-P1,147,1.5,,,265,stitching-and-tailoring,0.4761904762,412.4761905,1,,,
,PrC-53-P2,44.65,0.2,,,,,,,,,,
,CaC-9-P1,49,0.5,,,,,,,,,,
09/08/2023 21:40:11,PrC-55-P1,159.6,1.2,,,299,stitching-and-tailoring,0,458.6,1,,,
06/08/2023 18:14:52,PrC-57-P1,165,1.5,,,250,stitching-and-tailoring,0.4761904762,415.4761905,1,,,
,ArS-11-P1,51.66666665,0.5,,,,,,,,,,
29/07/2023 11:11:36,G-1-P1,163.9642857,1,,,230,stitching-and-tailoring,0,393.9642857,1,,,
29/07/2023 11:10:08,ArS-10-P1,365.7142857,5.5,,,151.5,stitching-and-tailoring,0,517.2142857,1,,,
29/07/2023 11:37:57,PrC-36-P4,236.4625001,1.5,,,200,stitching-and-tailoring,0,436.4625001,1,,,
29/07/2023 11:59:13,PrC-35-P1,411.6414814,2,,,250,stitching-and-tailoring,0,661.6414814,1,,,
29/07/2023 12:01:36,PrC-58-P1,360,2,,,150,stitching-and-tailoring,0,510,1,,,
29/07/2023 12:19:11,PrC-2-P2,297.1818182,1.8,,,200,stitching-and-tailoring,0,497.1818182,1,,,
29/07/2023 12:26:27,SC-14-P1,767.2142858,5.5,180,hand-block-print,,,0,947.2142858,1,,,
29/07/2023 12:33:17,CSC-12-P1,429.4208,5.5,180,hand-block-print,,,0,609.4208,1,,,
29/07/2023 12:39:56,PrC-59-P1,270,1.8,,,200,stitching-and-tailoring,0,470,1,,,
10/08/2023 00:22:46,PrC-12-P1,284.5416666,1.5,,,250,stitching-and-tailoring,0,534.5416666,1,,,
10/08/2023 00:37:38,CaC-9-P2,93.1,0.95,,,356.4,stitching-and-tailoring,0,449.5,1,,,
10/08/2023 01:13:01,PrC-6-P1,190.625,1.5,,,250,stitching-and-tailoring,0,440.625,1,,,
09/08/2023 22:04:13,PrC-6-P2,228.7499999,1.8,,,150,stitching-and-tailoring,0,378.7499999,1,,,
09/08/2023 00:20:57,PrC-46-P1,148.308768,1.1,,,200,0,0,348.308768,1,,,
09/08/2023 23:52:35,StC-1-P1,255.2272728,1.5,,,200,stitching-and-tailoring,0,455.2272728,1,,,
10/08/2023 00:00:43,PrC-45-P1,219.5197044,1.5,,,200,stitching-and-tailoring,0,419.5197044,1,,,
11/08/2023 14:35:52,KK-2-P1,143.6904938,1,,,170,stitching-and-tailoring,0,313.6904938,1,,,
15/08/2023 18:11:33,SC-22-P4,678.6688552,5.5,,,0,stitching-and-tailoring,0,678.6688552,1,,,
10/08/2023 00:51:01,PrC-41-P2,123.5738095,0.85,,,322.5,stitching-and-tailoring,0,446.0738095,1,,,
10/08/2023 00:13:01,PrC-41-P3,188.9952381,1.3,,,279.75,stitching-and-tailoring,0,468.7452381,1,,,
,CS-9-P1,72.64741078,0.85,,,,,,,,,,
,CS-9-P2,29.91363973,0.35,,,,,,,,,,
10/08/2023 01:35:39,AS-10-P2,113.0702381,0.85,,,250,stitching-and-tailoring,0,363.0702381,1,,,
10/08/2023 00:47:16,PrC-57-P2,93.5,0.85,,,322.25,stitching-and-tailoring,0,415.75,1,,,
,CS-9-P3,72.64741078,0.85,,,,,,,,,,
06/08/2023 13:49:28,AS-1-P1,325,2.5,,,250,stitching-and-tailoring,0.4761904762,575.4761905,,,,
06/08/2023 13:49:49,AS-1-P2,195,1.5,,,150,stitching-and-tailoring,0.4761904762,345.4761905,1,,,
06/08/2023 14:00:37,AS-3-P1,71.66666665,0.5,,,100,stitching-and-tailoring,0.4761904762,172.1428571,1,,,
06/08/2023 14:01:19,AS-4-P1,71.66666665,0.5,,,100,stitching-and-tailoring,0.4761904762,172.1428571,1,,,
06/08/2023 17:39:56,PrC-18-P2,128.968254,1,,,218,stitching-and-tailoring,0.4761904762,347.4444445,1,,,
06/08/2023 17:53:46,MoC-2-P3,165.8651,1.25,29,block-print,170,stitching-and-tailoring,0.4761904762,365.3412905,1,,,
06/08/2023 18:15:19,AS-5-P2,71.66666665,0.5,,,180,stitching-and-tailoring,0.4761904762,252.1428571,1,,,
06/08/2023 18:27:15,PrC-13-P1,284.5416666,1.5,,,130,stitching-and-tailoring,0.4761904762,415.0178571,1,,,
06/08/2023 18:31:20,AS-7-P3,131.8333333,1,,,180,stitching-and-tailoring,0.4761904762,312.3095238,1,,,
06/08/2023 18:37:02,PrC-13-P2,189.6944444,1,,,130,stitching-and-tailoring,0.4761904762,320.1706349,1,,,
06/08/2023 19:09:53,MoS-6-P2,80.29066665,0.5,,,200,stitching-and-tailoring,0.4761904762,280.7668571,1,,,
04/01/2024 22:40:25,AS-9-P1,387.1666668,3,,,280,stitching-and-tailoring,0,667.1666668,1,,,
06/08/2023 23:06:18,PrC-26-P1,174.2351111,2.5,,,150,stitching-and-tailoring,0.4761904762,324.7113016,1,,,
06/08/2023 23:06:42,PrC-28-P1,174.2351111,2.5,,,100,stitching-and-tailoring,0.4761904762,274.7113016,1,,,
06/08/2023 23:06:50,PrC-27-P1,174.2351111,2.5,,,100,stitching-and-tailoring,0.4761904762,274.7113016,1,,,
06/08/2023 23:50:38,PrC-20-P1,174.2351111,2.5,,,150,stitching-and-tailoring,0.4761904762,324.7113016,1,,,
06/08/2023 23:50:54,PrC-21-P1,174.2351111,2.5,,,100,stitching-and-tailoring,0.4761904762,274.7113016,1,,,
06/08/2023 23:51:07,PrC-22-P1,174.2351111,2.5,,,100,stitching-and-tailoring,0.4761904762,274.7113016,1,,,
09/08/2023 00:01:41,MoS-5-P1,240.872,1.5,,,180,0,0,420.872,1,,,
09/08/2023 02:03:01,KC-7-P1,259.7104,2,40,hand-block-print,150,stitching-and-tailoring,0,449.7104,,,,
09/08/2023 02:14:44,KC-7-P2,129.8552,1,20,hand-block-print,150,stitching-and-tailoring,0,299.8552,1,,,
09/08/2023 02:19:46,KC-7-P3,129.8552,1,20,hand-block-print,100,stitching-and-tailoring,0,249.8552,1,,,
,PrC-55-P2,106.4,0.8,,,,,,,,,,
10/08/2023 01:54:30,PrC-19-P2,154.4444444,1.2,,,150,stitching-and-tailoring,0,304.4444444,1,,,
10/08/2023 01:54:51,PrC-19-P3,70.78703704,0.55,,,100,stitching-and-tailoring,0,170.787037,1,,,
,AS-11-P1,34.20833333,0.25,,,,,,,,,,
,AS-11-P2,34.20833333,0.25,,,,,,,,,,
11/08/2023 00:20:25,AS-12-P1,171.0416666,1.25,,,184.25,stitching-and-tailoring,0,355.2916666,1,,,
11/08/2023 00:21:16,AS-12-P2,171.0416666,1.25,,,184.25,stitching-and-tailoring,0,355.2916666,1,,,
10/08/2023 20:38:23,AF-1-P1,401.4533333,2.5,,,150,stitching-and-tailoring,0,551.4533333,1,,,
10/08/2023 20:38:34,PrC-39-P1,306.6041666,2.15,,,150,stitching-and-tailoring,0,456.6041666,1,,,
10/08/2023 21:07:34,AS-8-P2,294.5416667,2.25,,,150,stitching-and-tailoring,0,444.5416667,1,,,
10/08/2023 23:26:01,PrC-60-P1,225,1.5,,,180,stitching-and-tailoring,0,405,1,,,
10/08/2023 23:26:07,PrC-60-P2,225,1.5,,,180,stitching-and-tailoring,0,405,1,,,
10/08/2023 23:52:16,PrC-15-P1,254.8376069,1.6,,,340,stitching-and-tailoring,0,594.8376069,1,,,
,PrC-14-P2,189.6944444,1,,,,,,,,,,
11/08/2023 00:05:53,PrC-11-P2,189.6944444,1,,,340,stitching-and-tailoring,0,529.6944444,1,,,
,PrC-32-P2,190.8055556,1,,,,,,,,,,
11/08/2023 00:22:27,AS-11-P3,273.6666666,2,,,130,stitching-and-tailoring,0,403.6666666,1,,,
,PrC-33-P5,158.9875225,1,,,,,,,,,,
,PrC-33-P6,63.595009,0.4,,,,,,,,,,
11/08/2023 13:11:23,CC-2-P1,360,6.5,,,163.6,stitching-and-tailoring,0,523.6,1,,,
11/08/2023 13:14:10,PrC-33-P7,158.9875225,1,,,150,stitching-and-tailoring,0,308.9875225,1,,,
11/08/2023 15:17:09,KK-2-P2,143.6904938,1,,,0,used-for-border,0,143.6904938,,,,
11/08/2023 14:35:16,CC-1-P1,360,6.5,,,172,stitching-and-tailoring,0,532,1,,,
11/08/2023 14:36:46,KK-2-P3,143.6904938,1,,,150,stitching-and-tailoring,0,293.6904938,1,,,
11/08/2023 14:43:21,SC-6-P1,403.2142856,3.75,,,479.8,stitching-and-tailoring,0,883.0142856,1,,,
11/08/2023 15:11:39,SC-4-P1,403.2142856,3.75,,,525.5,stitching-and-tailoring,0,928.7142856,1,,,
,SC-5-P1,329.7142857,3,,,,,,,,,,
11/08/2023 15:17:22,KK-1-P2,150.5357407,1,,,170,stitching-and-tailoring,0,320.5357407,1,,,
,MSl-2-P2,29.92857143,0.3,,,,,,,,,,
,MSl-2-P3,29.92857143,0.3,,,,,,,,,,
11/08/2023 15:36:45,PrC-33-P8,174.8862748,1.1,,,310,stitching-and-tailoring,0,484.8862748,1,,,
11/08/2023 15:56:08,PrC-15-P2,159.2735043,1,,,170,stitching-and-tailoring,0,329.2735043,1,,,
,SC-9-P1,315.0142857,2.85,,,,,,,,,,
11/08/2023 15:58:53,SC-10-P1,403.2142856,3.75,,,426.35,stitching-and-tailoring,0,829.5642856,1,,,
11/08/2023 23:38:36,PrC-38-P1,394.1041668,2.5,,,200,stitching-and-tailoring,0,594.1041668,1,,,
12/08/2023 00:04:04,ArS-20-P1,97.85416667,1,,,320,stitching-and-tailoring,0,417.8541667,1,,,
12/08/2023 00:17:26,PrC-7-P2,282.6666666,2,,,200,stitching-and-tailoring,0,482.6666666,1,,,
12/08/2023 00:50:55,AS-3-P2,286.6666666,2,,,250,stitching-and-tailoring,0,536.6666666,1,,,
12/08/2023 00:51:13,AS-4-P2,286.6666666,2,,,150,stitching-and-tailoring,0,436.6666666,1,,,
,KC-3-P1,68.04266665,0.5,,,,,,,,,,
12/08/2023 01:31:28,PrC-4-P1,136.5333334,1.2,,,318,stitching-and-tailoring,0,454.5333334,1,,,
12/08/2023 01:42:27,ArS-5-P2,90,1.5,,,300,stitching-and-tailoring,0,390,1,,,
12/08/2023 02:34:04,CG-1-P1,309.1666667,1.5,,,150,stitching-and-tailoring,0,459.1666667,1,,,
12/08/2023 02:51:56,BT-1-P4,473.5,5.5,200,hand-block-print-red-purple-green-yellow,50,stitching-and-tailoring,0,723.5,1,,,
12/08/2023 02:52:32,BT-4-P1,450,5.5,200,hand-block-print-red-purple-green-yellow,50,stitching-and-tailoring,0,700,1,,,
12/08/2023 03:15:46,KC-1-P1,660,5.5,200,hand-block-print-mantra-red-black,450,stitching-applique-durga-faces,0,1310,1,,,
,MoC-7-P2,725.9107405,5.5,,,,,,,,,,
,PrC-40-P1,151.9270833,1,,,,,,,,,,
12/08/2023 03:30:23,PrC-40-P2,151.9270833,1,,,150,stitching-and-tailoring,0,301.9270833,1,,,
12/08/2023 03:57:09,KC-5-P4,190.2384,1.5,,,150,stitching-and-tailoring,0,340.2384,1,,,
12/08/2023 22:29:05,CA-2-P1,397.3333333,2.6,,,250,stitching-and-tailoring,0,647.3333333,1,,,
13/08/2023 08:27:54,R-11-P1,435.0562197,2.75,,,534.5,stitching-and-tailoring,0,969.5562197,1,,,
,R-13-P1,446.0114816,2.75,,,,,,,,,,
13/08/2023 08:36:14,R-8-P1,391.2153952,2.75,,,534.5,stitching-and-tailoring,0,925.7153952,1,,,
,R-10-P1,435.0562197,2.75,,,,,,,,,,
13/08/2023 08:59:02,CC-7-P1,360,6.5,500,hand-block-print-amber,180,stitching-and-tailoring,0,1040,1,,,
09/24/2023 09:29:40,MoC-9-P3,143.9270833,1,,,250,stitching-and-tailoring,0,393.9270833,1,,,
09/24/2023 09:29:50,MoC-9-P4,143.9270833,1,,,250,stitching-and-tailoring,0,393.9270833,1,,,
24/09/2023 10:40:01,PrC-6-P3,88.95833331,0.7,,,356.5,stitching-and-tailoring,0,445.4583333,1,,,
,MoC-6-P1,106.4650806,0.8,,,,,,,,,,
10/06/2023 00:46:11,CaC-5-P3,204.88416,2,,,200,stitching-and-tailoring,0,404.88416,1,,,
10/06/2023 00:46:36,MC-12-P1,277.1111112,2,,,200,stitching-and-tailoring,0,477.1111112,1,,,
06/10/2023 01:27:29,CaC-5-P4,256.1052,2.5,100,hand-block-print,,,0,356.1052,1,,,
06/10/2023 01:54:20,CaC-4-P1,210.8069334,2,,,200,stitching-and-tailoring,0,410.8069334,1,,,
13/10/2023 00:43:08,ArS-18-P4,68.2142963,1,,,270,stitching-and-tailoring,0,338.2142963,1,,,
15/10/2023 17:14:49,FC-2-P1,268.3333333,2.5,160,hand-block-print-and-hand-paint,250,stitching-and-tailoring,0,678.3333333,1,,,
20/10/2023 11:04:08,PrC-47-P1,328.8045037,2.35,,,150,stitching-and-tailoring,0,478.8045037,1,,,
20/10/2023 11:04:35,PrC-47-P2,251.8502582,1.8,,,130,stitching-and-tailoring,0,381.8502582,1,,,
20/10/2023 11:13:05,AS-14-P1,303.8503401,2.3,,,180,stitching-and-tailoring,0,483.8503401,1,,,
16/11/2023 23:30:09,BT-5-P1,450,5.5,200,hand-block-print,,,0,650,1,,,
17/12/2023 16:04:53,MaC-1-P1,905.2323077,5.5,170,hand-block-print,,,,,,,,
17/12/2023 16:05:06,MaC-1-P2,164.5876923,1,30,hand-block-print,,,,,,,,
17/12/2023 16:14:06,CaC-12-P1,87.465,0.85,100,hand-block-print,,,,,,,,
,R-16-P1,77.3053846,0.5,,,,,,,,,,
,R-17-P1,77.3053846,0.5,,,,,,,,,,
29/12/2023 21:13:35,CaC-14-P1,164.64,1.6,,,266,stitching-and-tailoring,0,430.64,1,,,
4/1/2024 20:52:43,KC-11-P1,126,1.6,,,266,stitching-and-tailoring,0,392,1,,,
29/12/2023 21:02:47,CaC-14-P2,164.64,1.6,,,266,stitching-and-tailoring,0,430.64,1,,,
04/01/2024 20:55:55,KC-11-P2,141.75,1.8,,,300,stitching-and-tailoring,0,441.75,1,,,
29/12/2023 23:53:37,KC-10-P1,142.8,1.6,,,258,stitching-and-tailoring,0,400.8,1,,,
04/01/2024 20:06:23,CSC-11-P1,242.5,2.75,80,hand-block-print-firoji-and-black-box-print,,,0,322.5,,,,
04/01/2024 20:24:10,CSC-8-P1,312.5,3.75,,,1360,stitching-and-tailoring,0,1672.5,1,,,
,ArS-3-P2,90,1.5,,,,,,,,,,
04/01/2024 21:14:19,SC-18-P1,245.8333333,2.5,,,350,stitching-and-tailoring,0,595.8333333,1,,,
04/01/2024 21:35:25,PrC-63-P1,406.88,3.1,,,350,stitching-and-tailoring,0,756.88,1,,,
04/01/2024 21:40:43,R-9-P1,435.0562197,2.75,180,hand-block-print,580,stitching-and-tailoring,0,1195.05622,1,,,
04/01/2024 21:41:07,R-9-P2,158.2022617,1,20,hand-block-print-temples-green,300,stitching-and-tailoring,0,478.2022617,1,,,
04/01/2024 21:48:21,C-5-P1,300,3.1,,,550,stitching-and-tailoring,0,850,1,,,
04/01/2024 21:56:26,AS-15-P1,129.68,1,,,150,stitching-and-tailoring,0,279.68,1,,,
,AS-15-P2,129.68,1,,,,,,,,,,
04/01/2024 22:04:36,SC-19-P1,742.611111,5.5,200,table-dye-hand-block,,,0,942.611111,1,,,
04/01/2024 22:06:06,HS-8-P1,250,5.5,,,380,stitching-and-tailoring,0,630,1,,,
04/01/2024 22:30:50,BT-6-P1,450,5.5,200,hand-block-print-multicolour,,,0,650,1,,,
04/01/2024 22:41:48,PrC-64-P1,149.624,1,,,150,stitching-and-tailoring,0,299.624,1,,,
,PrC-64-P2,224.436,1.5,,,,,,,,,,
04/01/2024 22:50:58,HS-11-P1,300,5.5,,,325,stitching-and-tailoring,0,625,1,,,
04/01/2024 23:18:26,AS-9-P2,129.0555556,1,,,140,stitching-and-tailoring,0,269.0555556,1,,,
04/01/2024 23:19:01,AS-9-P3,258.1111112,2,,,140,stitching-and-tailoring,0,398.1111112,1,,,
04/01/2024 23:25:14,HS-12-P1,300,5.5,,,325,stitching-and-tailoring,0,625,1,,,
04/01/2024 23:21:00,PrC-65-P1,149.624,1,,,150,stitching-and-tailoring,0,299.624,1,,,
,PrC-65-P2,224.436,1.5,,,,,,,,,,
,StC-1-P2,119.1060606,0.7,,,,,,,,,,
04/01/2024 23:42:37,HS-13-P1,300,5.5,,,219,stitching-and-tailoring,0,519,1,,,
04/01/2024 23:56:38,SC-20-P1,679.9905442,5.5,180,hand-block-print-phool-ke-rang-se,,,0,859.9905442,1,,,
04/01/2024 23:56:50,SC-21-P1,678.290943,5.5,180,hand-block-print-phool-ke-rang-se,,,0,858.290943,1,,,
05/01/2024 00:14:46,HS-14-P1,300,5.5,,,600,stitching-and-tailoring,0,900,1,,,
05/01/2024 01:15:57,CaC-7-P1,196,2,100,hand-block-print-phool-blue-human-print,350,stitching-and-tailoring,0,646,1,,,